Site,JanEff,FebEff,MarEff,AprEff,MayEff,JunEff,JulEff,AugEff,SepEff,E1-10,NovEff,DecEff,TotalEffor,Area_2,Month,Date,Time,Group ID,Species,Taxa,Name,Sign,Age,Observed,Estimated,Position,Activity,Long_E,Lat_N,Alt(m)
115,0,0,0,0,0,0,305.6453023,0,0,0,0,0,305.6453023,Ebo forest,July,16-Jul-19,8:04:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,1,NA,NA,NA,628050,485133,96
115,0,0,0,0,0,0,305.6453023,0,0,0,0,0,305.6453023,Ebo forest,July,16-Jul-19,8:14:00 AM,NA,Human,Human,H. sapiens,Logging site,Active,NA,NA,NA,NA,628051,485123,110
115,0,0,0,0,0,0,305.6453023,0,0,0,0,0,305.6453023,Ebo forest,July,16-Jul-19,8:17:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628056,485095,107
115,0,0,0,0,0,0,305.6453023,0,0,0,0,0,305.6453023,Ebo forest,July,16-Jul-19,8:20:00 AM,NA,Unidentified primate ,Primate,Unknown,Feeding,Fresh,NA,NA,NA,NA,628060,485058,106
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,8:28:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Recent,NA,NA,NA,NA,628040,484908,96
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,8:34:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628048,484875,101
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,8:38:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628056,484833,101
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,8:48:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Old,NA,NA,NA,NA,628098,484650,106
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,9:06:00 AM,NA,Human,Human,H. sapiens,Logging site,Fresh,NA,NA,NA,NA,628090,484314,114
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,9:12:00 AM,NA,Human,Human,H. sapiens,Logging road,Active,NA,NA,NA,NA,628077,484257,120
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,9:14:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628062,484251,117
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,9:18:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Old,NA,NA,NA,NA,628066,484213,118
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,9:22:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628065,484173,119
116,0,0,0,0,0,0,1296.902674,0,0,0,0,0,1296.902674,Ebo forest,July,16-Jul-19,9:24:00 AM,NA,Human,Human,H. sapiens,Logging site,Active,NA,NA,NA,NA,628062,484167,119
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:00:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628252,483877,104
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,17-Jul-19,8:22:00 AM,NA,Human,Human,H. sapiens,Logging site,Fresh,NA,NA,NA,NA,627476,483368,89
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,17-Jul-19,8:28:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Fresh,NA,NA,NA,NA,627605,483277,96
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,17-Jul-19,8:40:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,627870,483125,105
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,9:41:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628072,483953,118
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,9:45:00 AM,NA,Human,Human,H. sapiens,Snare,Recent,NA,NA,NA,NA,628056,483882,118
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,9:51:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Old,NA,NA,NA,NA,628062,483787,115
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,9:57:00 AM,NA,Human,Human,H. sapiens,Logging site,Active,NA,NA,NA,NA,628062,483704,109
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:01:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628064,483686,105
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:11:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628088,483553,101
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:21:00 AM,NA,Human,Human,H. sapiens,Logging road,Active,NA,NA,NA,NA,628084,483473,100
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:38:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,1,NA,NA,NA,628115,483387,97
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:45:00 AM,NA,Human,Human,H. sapiens,Logging transect,Very old,NA,NA,NA,NA,628099,483316,100
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:48:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628101,483317,107
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,10:57:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628119,483156,106
117,0,0,0,0,0,0,2302.65161,0,0,0,0,0,2302.65161,Ebo forest,July,16-Jul-19,11:02:00 AM,NA,Human,Human,H. sapiens,Trail,Very old,NA,NA,NA,NA,628122,483095,110
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,17-Jul-19,8:57:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628112,482960,105
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,17-Jul-19,9:00:00 AM,NA,Red river hog,Mammal,P. porcus,Footprint,Very old,NA,NA,NA,NA,628112,482960,105
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,17-Jul-19,9:01:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628252,482836,102
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,17-Jul-19,9:20:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628112,482960,105
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:06:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628199,482986,114
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:11:00 AM,NA,Unidentified primate ,Primate,Unknown,Dung,Fresh,NA,NA,NA,NA,628151,482950,110
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:14:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628154,482969,109
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:17:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Recent,NA,NA,NA,NA,628168,482932,107
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:19:00 AM,NA,Unidentified primate ,Primate,Unknown,Feeding,Fresh,NA,NA,NA,NA,628169,482928,104
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:26:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628200,482799,103
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:28:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,2,NA,NA,NA,628290,482781,107
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:31:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Very old,NA,NA,NA,NA,628215,482704,107
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:34:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628212,482679,112
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:39:00 AM,NA,Human,Human,H. sapiens,Logging road,Active,NA,NA,NA,NA,628232,482517,111
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,16-Jul-19,11:44:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628296,482513,112
118,0,0,0,0,0,0,1178.3868,0,0,0,0,0,1178.3868,Ebo forest,July,17-Jul-19,9:10:00 AM,NA,Human,Human,H. sapiens,Logging transect,Very old,NA,NA,NA,NA,628297,482031,93
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:23:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628272,481826,100
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:26:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,2,NA,NA,NA,628261,481805,100
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:30:00 AM,NA,Human,Human,H. sapiens,Camp,Very old,NA,NA,NA,NA,628256,481746,94
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:36:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628246,481652,95
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:40:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,3,NA,NA,NA,628228,481603,102
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:43:00 AM,NA,Human,Human,H. sapiens,Planks,Very old,NA,NA,NA,NA,628223,481585,105
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:47:00 AM,NA,Human,Human,H. sapiens,Planks,Very old,NA,NA,NA,NA,628164,481563,109
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,9:55:00 AM,NA,Human,Human,H. sapiens,Logging site,Fresh,NA,NA,NA,NA,628155,481505,113
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,10:01:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628161,481429,111
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,10:09:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Fresh,NA,NA,NA,NA,628183,481289,104
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,10:14:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628208,481230,104
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,10:20:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628197,481151,114
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,10:25:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628230,481094,114
119,0,0,0,0,0,0,1090.639164,0,0,0,0,0,1090.639164,Ebo forest,July,17-Jul-19,10:49:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Old,NA,NA,NA,NA,628233,481707,117
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,10:32:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Recent,NA,NA,NA,NA,628273,480958,113
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,10:52:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,3,NA,NA,NA,628242,480707,119
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,11:06:00 AM,NA,Human,Human,H. sapiens,Trail,Inactive,NA,NA,NA,NA,628242,480707,118
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,11:11:00 AM,NA,Human,Human,H. sapiens,Planks,Very old,NA,NA,NA,NA,628207,480396,116
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,11:21:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628233,480184,107
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,11:24:00 AM,NA,Human,Human,H. sapiens,Snare,Active,1,NA,NA,NA,628246,480200,100
120,0,0,0,0,0,0,1218.415227,0,0,0,0,0,1218.415227,Ebo forest,July,17-Jul-19,11:29:00 AM,NA,Human,Human,H. sapiens,Cartridge,Old,1,NA,NA,NA,628239,480114,108
121,0,0,0,0,0,0,633.6444854,0,0,0,0,0,633.6444854,Ebo forest,July,17-Jul-19,11:39:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628298,479917,95
121,0,0,0,0,0,0,633.6444854,0,0,0,0,0,633.6444854,Ebo forest,July,17-Jul-19,11:42:00 AM,NA,Human,Human,H. sapiens,Cartridge,Very old,1,NA,NA,NA,628299,479870,91
121,0,0,0,0,0,0,633.6444854,0,0,0,0,0,633.6444854,Ebo forest,July,17-Jul-19,11:53:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628300,479676,90
121,0,0,0,0,0,0,633.6444854,0,0,0,0,0,633.6444854,Ebo forest,July,17-Jul-19,12:02:00 PM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628274,479543,84
121,0,0,0,0,0,0,633.6444854,0,0,0,0,0,633.6444854,Ebo forest,July,17-Jul-19,12:09:00 PM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628306,479440,86
264,0,0,0,0,0,0,8.829704617,0,0,0,0,0,8.829704617,,,,,,,,,,,,,,,,,
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,7:54:00 AM,NA,Human,Human,H. sapiens,Logging site,Old,NA,NA,NA,NA,628852,485481,101
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,7:57:00 AM,NA,Human,Human,H. sapiens,Logging transect,Old,NA,NA,NA,NA,628852,485481,101
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,8:02:00 AM,NA,Human,Human,H. sapiens,Farm,NA,NA,NA,NA,NA,628822,485390,97
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,8:08:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628776,485297,97
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,8:17:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628770,485179,98
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,8:30:00 AM,NA,Human,Human,H. sapiens,Farm,Fresh,NA,NA,NA,NA,628787,485082,86
265,0,0,0,0,0,0,1222.31692,0,0,0,0,0,1222.31692,Ebo forest,July,16-Jul-19,8:35:00 AM,NA,Red river hog,Mammal,P. porcus,Call,NA,NA,NA,NA,NA,628815,485064,88
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,8:47:00 AM,NA,Human,Human,H. sapiens,Farm,Fresh,NA,NA,NA,NA,628811,484896,93
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,8:49:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628811,484896,93
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,8:51:00 AM,NA,Putty-nosed monkey,Primate,C. nictitans,Call,NA,NA,NA,NA,NA,628808,484862,95
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,9:00:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Recent,NA,NA,NA,NA,628802,484646,107
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,9:06:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628787,484557,108
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,9:11:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Dung,Fresh,NA,NA,NA,NA,628777,484477,106
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,9:18:00 AM,NA,Human,Human,H. sapiens,Trail,Old,NA,NA,NA,NA,628768,484387,109
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,9:20:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628772,484364,111
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,9:29:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628778,484375,106
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,2:37:00 PM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628881,484035,86
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,2:49:00 PM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628822,484273,95
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,2:54:00 PM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628828,484282,91
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,2:59:00 PM,NA,Unidentified primate ,Primate,Unknown,Feeding,Fresh,NA,NA,NA,NA,628778,484388,95
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,3:09:00 PM,NA,Human,Human,H. sapiens,Sign of passage,Fresh,NA,NA,NA,NA,628773,484439,92
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,3:13:00 PM,NA,Human,Human,H. sapiens,Farm,Old,NA,NA,NA,NA,628758,484512,86
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,3:22:00 PM,NA,Human,Human,H. sapiens,Farm,Old,NA,NA,NA,NA,628708,484704,96
266,0,0,0,0,0,0,2472.999686,0,0,0,0,0,2472.999686,Ebo forest,July,16-Jul-19,4:03:00 PM,NA,Human,Human,H. sapiens,Logging road,Active,NA,NA,NA,NA,628708,484704,86
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,9:46:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628766,483946,113
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,9:54:00 AM,NA,Drill monkey,Primate,M. leucophaeus,Feeding,Fresh,NA,NA,NA,NA,628768,483936,102
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:02:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628758,483853,110
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:05:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628760,483804,110
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:10:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628745,483728,111
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:13:00 AM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,628745,483728,111
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:16:00 AM,NA,Red river hog,Mammal,P. porcus,Footprint,Fresh,NA,NA,NA,NA,628733,483636,107
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:20:00 AM,NA,Red duiker,Antelope,Cephalophus sp,Footprint,Fresh,NA,NA,NA,NA,628742,483576,107
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:22:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628742,483576,107
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:31:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628743,483369,107
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:46:00 AM,NA,Human,Human,H. sapiens,Snare,Inactive,3,NA,NA,NA,628752,483196,104
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,10:55:00 AM,NA,Human,Human,H. sapiens,Trail,Old,NA,NA,NA,NA,628749,483033,100
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,1:25:00 PM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,629295,483049,56
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,1:31:00 PM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,629232,483094,55
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,1:35:00 PM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,629238,483149,56
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:00:00 PM,NA,Human,Human,H. sapiens,Logging road,Very old,NA,NA,NA,NA,629034,483651,85
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:05:00 PM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,629040,483667,89
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:11:00 PM,NA,Red river hog,Mammal,P. porcus,Footprint,Fresh,NA,NA,NA,NA,628994,483726,86
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:15:00 PM,NA,Human,Human,H. sapiens,Cartridge,Very old,1,NA,NA,NA,628967,483771,89
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:19:00 PM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628966,483791,90
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:20:00 PM,NA,Unidentified primate ,Primate,Unknown,Feeding,Fresh,NA,NA,NA,NA,628962,483800,92
267,0,0,0,0,0,0,2432.065959,0,0,0,0,0,2432.065959,Ebo forest,July,16-Jul-19,2:31:00 PM,NA,Human,Human,H. sapiens,Cartridge,Very old,1,NA,NA,NA,628890,483944,91
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:15:00 AM,NA,Human,Human,H. sapiens,Trail,Old,NA,NA,NA,NA,628737,482741,107
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:21:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628746,482665,105
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:22:00 AM,NA,Blue duiker,Antelope,P. monticola,Footprint,Fresh,NA,NA,NA,NA,628746,482665,105
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:25:00 AM,NA,Human,Human,H. sapiens,Sign of passage,Old,NA,NA,NA,NA,628746,482665,105
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:36:00 AM,NA,Human,Human,H. sapiens,Logging road,Active,NA,NA,NA,NA,628755,482389,99
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:42:00 AM,NA,Red river hog,Mammal,P. porcus,Feeding,Fresh,NA,NA,NA,NA,628755,482301,103
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:49:00 AM,NA,Preuss's monkey,Primate,A. preussi,Sighting,NA,2,4,NA,Traveling,628787,482257,99
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:51:00 AM,NA,Human,Human,H. sapiens,Logging site,Very old,NA,NA,NA,NA,628787,482257,99
268,0,0,0,0,0,0,4431.022897,0,0,0,0,0,4431.022897,Ebo forest,July,16-Jul-19,11:56:00 AM,NA,Human,Human,H. sapiens,Trail,Active,NA,NA,NA,NA,628791,482158,98
